onset	duration	trial_type	value
2.0	1.349	sequence_presentation	41
4.483	0.94	sequence_presentation	41
7.081	0.582	sequence_presentation	41
9.613	1.069	sequence_presentation	41
12.025	0.507	sequence_presentation	41
14.365	0.782	sequence_presentation	41
16.957	1.86	sequence_presentation	41
20.489	1.304	sequence_presentation	41
24.646	1.881	recall_start	42
28.078	0.691	recall_start	42
31.715	1.587	recall_start	42
35.748	1.498	sequence_presentation	41
38.542	1.649	recall_start	42
42.387	1.336	recall_start	42
44.985	1.22	sequence_presentation	41
