onset	duration	trial_type	value
2.0	0.938	recall_start	42
4.032	1.117	recall_start	42
6.527	1.002	recall_start	42
9.562	1.188	sequence_presentation	41
12.149	0.931	recall_start	42
14.973	0.943	recall_start	42
16.993	1.57	sequence_presentation	41
19.919	0.837	recall_start	42
22.78	1.946	recall_start	42
26.771	0.942	recall_start	42
29.538	0.596	recall_start	42
31.487	1.848	sequence_presentation	41
34.376	1.578	sequence_presentation	41
38.161	0.977	recall_start	42
41.136	1.622	sequence_presentation	41
44.367	1.269	recall_start	42
47.895	0.809	recall_start	42
50.89	0.997	sequence_presentation	41
54.455	1.184	sequence_presentation	41
56.668	1.284	recall_start	42
59.249	0.898	recall_start	42
62.141	1.48	recall_start	42
64.999	1.593	recall_start	42
68.729	1.136	sequence_presentation	41
72.158	1.017	sequence_presentation	41
74.709	1.975	sequence_presentation	41
78.798	1.024	recall_start	42
