onset	duration	trial_type	value
2.0	1.417	cue_right	52
4.522	1.075	cue_right	52
6.748	1.207	cue_left	51
10.549	1.209	cue_right	52
12.774	1.14	cue_right	52
16.388	1.28	cue_right	52
19.164	1.839	cue_right	52
22.891	1.42	cue_left	51
26.153	0.801	cue_left	51
28.218	0.731	cue_left	51
29.989	0.766	cue_left	51
31.927	1.85	cue_left	51
35.659	1.78	cue_left	51
40.063	0.813	cue_right	52
42.18	1.992	cue_left	51
46.184	0.636	cue_right	52
49.032	0.862	cue_right	52
51.918	0.718	cue_right	52
53.84	1.813	cue_right	52
57.062	1.551	cue_right	52
60.923	1.62	cue_right	52
65.065	1.149	cue_right	52
67.926	1.114	cue_right	52
70.167	0.953	cue_right	52
