onset	duration	trial_type	value
2.0	0.616	cue_left	51
4.434	0.719	cue_left	51
7.776	1.846	cue_left	51
11.342	1.336	cue_right	52
15.545	0.573	cue_right	52
19.006	0.894	cue_left	51
22.841	1.561	cue_right	52
27.356	1.91	cue_left	51
31.42	1.696	cue_right	52
35.335	0.565	cue_right	52
37.17	0.683	cue_left	51
39.426	1.046	cue_right	52
41.791	1.328	cue_left	51
44.956	1.89	cue_right	52
49.244	1.485	cue_right	52
53.4	1.574	cue_right	52
57.404	0.946	cue_left	51
60.148	1.18	cue_right	52
62.998	1.242	cue_left	51
66.031	1.185	cue_right	52
68.916	1.483	cue_right	52
72.567	1.263	cue_left	51
75.077	1.617	cue_right	52
78.777	1.61	cue_left	51
82.545	0.968	cue_left	51
84.568	1.327	cue_right	52
88.57	1.249	cue_right	52
