onset	duration	trial_type	value
2.0	1.177	nontarget	12
5.79	1.962	target	11
9.284	0.988	nontarget	12
12.265	0.984	nontarget	12
14.775	1.509	nontarget	12
18.402	1.464	nontarget	12
22.653	1.794	nontarget	12
26.446	1.722	nontarget	12
29.749	1.4	nontarget	12
32.618	1.824	nontarget	12
36.719	0.504	nontarget	12
38.883	1.492	nontarget	12
41.469	1.862	target	11
44.595	1.608	target	11
48.432	0.984	nontarget	12
51.344	1.377	target	11
53.931	0.7	nontarget	12
55.851	1.324	target	11
60.156	1.239	nontarget	12
63.52	0.928	nontarget	12
66.859	1.204	nontarget	12
70.021	1.287	target	11
73.58	0.552	target	11
75.257	1.629	nontarget	12
79.833	1.129	target	11
82.151	1.616	nontarget	12
86.04	0.626	nontarget	12
88.962	1.726	target	11
92.857	1.335	nontarget	12
