onset	duration	trial_type	value
2.0	0.983	recall_start	42
5.173	0.803	recall_start	42
8.5	0.784	recall_start	42
10.495	1.324	sequence_presentation	41
13.249	1.49	recall_start	42
17.404	1.182	sequence_presentation	41
20.929	0.996	recall_start	42
23.549	1.858	sequence_presentation	41
26.46	1.182	sequence_presentation	41
29.328	1.212	recall_start	42
32.999	1.936	recall_start	42
37.642	1.069	recall_start	42
40.777	0.658	recall_start	42
43.156	0.767	sequence_presentation	41
46.784	1.818	recall_start	42
50.637	0.742	sequence_presentation	41
53.651	0.674	recall_start	42
57.32	0.933	sequence_presentation	41
59.55	1.775	sequence_presentation	41
63.549	1.956	recall_start	42
68.354	1.563	sequence_presentation	41
