onset	duration	trial_type	value
2.0	1.976	target	11
6.141	1.402	target	11
9.287	1.153	nontarget	12
11.666	0.505	nontarget	12
13.414	0.885	nontarget	12
17.094	1.601	nontarget	12
20.475	1.058	target	11
24.251	1.778	nontarget	12
28.167	1.856	target	11
32.646	1.575	nontarget	12
35.49	1.494	target	11
39.822	0.795	target	11
43.491	1.706	nontarget	12
46.32	1.124	nontarget	12
49.802	0.72	target	11
51.888	1.216	target	11
54.635	0.625	target	11
56.386	1.057	target	11
59.312	1.822	target	11
63.88	1.042	target	11
67.377	1.049	nontarget	12
70.799	1.501	target	11
73.547	1.782	nontarget	12
