onset	duration	trial_type	value
2.0	1.673	cue_right	52
6.118	1.952	cue_right	52
9.461	0.923	cue_right	52
12.537	0.871	cue_left	51
15.277	0.862	cue_left	51
17.574	0.652	cue_right	52
19.734	1.202	cue_right	52
23.639	1.11	cue_left	51
26.188	1.442	cue_right	52
30.596	0.951	cue_left	51
33.809	0.559	cue_left	51
37.202	1.44	cue_left	51
40.446	1.555	cue_left	51
43.654	0.836	cue_left	51
45.769	0.991	cue_left	51
49.317	1.78	cue_right	52
53.306	1.106	cue_left	51
55.845	0.822	cue_right	52
58.711	1.407	cue_right	52
61.923	1.211	cue_left	51
64.455	1.314	cue_left	51
68.306	0.727	cue_right	52
71.005	1.186	cue_left	51
73.617	1.38	cue_left	51
