onset	duration	trial_type	value
2.0	1.263	target	11
5.347	1.3	target	11
7.982	1.954	target	11
11.143	1.096	nontarget	12
14.03	1.073	target	11
16.338	1.109	target	11
18.573	1.59	target	11
21.919	0.974	nontarget	12
24.928	1.621	target	11
29.113	1.946	nontarget	12
32.575	0.557	nontarget	12
35.346	1.734	nontarget	12
38.599	1.058	target	11
41.921	1.56	target	11
44.89	0.643	nontarget	12
47.63	0.753	target	11
51.29	1.932	target	11
56.12	0.806	nontarget	12
59.887	1.015	nontarget	12
62.213	1.234	target	11
64.866	1.06	nontarget	12
68.372	1.735	target	11
71.405	1.066	nontarget	12
74.062	1.666	target	11
