onset	duration	trial_type	value
2.0	1.987	nontarget	12
6.216	1.127	target	11
9.72	1.887	target	11
13.383	0.542	nontarget	12
16.731	1.737	nontarget	12
20.624	1.465	nontarget	12
24.564	1.607	nontarget	12
28.72	1.664	target	11
33.348	1.51	nontarget	12
35.898	0.69	target	11
37.882	1.741	nontarget	12
41.052	1.732	nontarget	12
45.475	1.2	target	11
48.204	0.88	nontarget	12
50.797	1.482	target	11
53.311	0.909	target	11
56.635	1.094	target	11
59.71	1.814	target	11
63.877	1.968	nontarget	12
68.04	1.827	target	11
72.836	1.278	target	11
75.688	1.538	target	11
78.381	1.195	nontarget	12
81.738	1.409	target	11
84.764	1.733	nontarget	12
87.63	0.923	target	11
90.679	1.122	target	11
93.16	1.138	nontarget	12
