onset	duration	trial_type	value
2.0	1.273	recall_start	42
4.93	0.6	sequence_presentation	41
7.967	1.104	sequence_presentation	41
11.68	1.515	sequence_presentation	41
15.231	0.841	sequence_presentation	41
17.229	1.992	sequence_presentation	41
20.725	1.946	recall_start	42
25.633	1.021	recall_start	42
27.713	0.997	sequence_presentation	41
29.86	1.986	sequence_presentation	41
34.329	0.598	sequence_presentation	41
37.341	1.677	recall_start	42
41.017	1.461	sequence_presentation	41
44.78	0.515	sequence_presentation	41
47.232	1.579	sequence_presentation	41
50.466	1.094	sequence_presentation	41
53.792	1.813	recall_start	42
58.511	1.488	sequence_presentation	41
62.94	1.52	sequence_presentation	41
66.722	1.087	recall_start	42
69.886	1.682	sequence_presentation	41
72.746	1.874	sequence_presentation	41
77.121	0.529	sequence_presentation	41
79.228	1.476	recall_start	42
82.116	1.71	sequence_presentation	41
86.537	0.798	sequence_presentation	41
89.444	0.676	recall_start	42
92.131	1.629	recall_start	42
96.141	0.62	recall_start	42
