onset	duration	trial_type	value
2.0	1.722	target	11
5.213	0.949	nontarget	12
8.784	0.745	nontarget	12
11.04	1.412	nontarget	12
14.259	1.324	target	11
18.041	0.535	nontarget	12
21.039	1.329	target	11
24.005	0.55	nontarget	12
26.626	1.542	nontarget	12
29.965	1.542	nontarget	12
33.966	1.109	nontarget	12
36.726	1.076	nontarget	12
40.196	1.163	target	11
43.162	1.998	nontarget	12
47.992	1.145	nontarget	12
51.049	0.633	nontarget	12
54.529	0.738	target	11
57.097	1.907	target	11
61.997	0.821	nontarget	12
64.32	0.715	nontarget	12
66.098	0.78	nontarget	12
67.889	1.526	nontarget	12
