onset	duration	trial_type	value
2.0	1.744	incongruent	32
4.831	0.937	congruent	31
8.63	1.213	incongruent	32
11.718	0.948	incongruent	32
13.779	1.492	incongruent	32
16.897	1.062	incongruent	32
20.255	1.022	incongruent	32
23.035	1.212	congruent	31
25.926	1.388	congruent	31
29.529	1.639	incongruent	32
32.623	1.122	congruent	31
36.244	0.846	incongruent	32
39.942	0.716	congruent	31
42.756	1.786	incongruent	32
47.154	1.7	congruent	31
50.843	1.508	congruent	31
55.191	1.109	incongruent	32
57.851	1.275	incongruent	32
61.497	1.413	congruent	31
65.482	1.993	congruent	31
