onset	duration	trial_type	value
2.0	1.459	target	11
4.546	1.022	nontarget	12
8.17	1.298	target	11
10.525	1.955	nontarget	12
14.208	0.937	target	11
17.757	1.08	nontarget	12
19.908	0.977	nontarget	12
23.716	1.47	target	11
26.286	1.978	target	11
30.456	0.616	target	11
32.81	1.493	nontarget	12
36.084	0.698	target	11
38.179	1.943	target	11
42.37	1.264	target	11
46.156	0.655	nontarget	12
48.821	1.625	target	11
52.701	1.211	target	11
55.179	1.364	nontarget	12
58.242	1.561	target	11
61.032	0.662	nontarget	12
63.339	1.446	target	11
67.08	1.266	target	11
69.719	1.266	target	11
72.881	0.501	nontarget	12
75.746	1.227	target	11
79.483	0.832	nontarget	12
81.517	1.447	target	11
