onset	duration	trial_type	value
2.0	0.787	go	21
4.82	1.225	go	21
8.2	0.605	nogo	22
10.956	1.144	go	21
13.679	0.933	nogo	22
16.645	0.887	nogo	22
18.708	1.859	nogo	22
21.628	0.549	nogo	22
25.116	1.95	go	21
29.266	0.527	go	21
32.198	0.854	nogo	22
34.211	1.079	go	21
36.327	0.768	go	21
39.238	1.531	nogo	22
43.035	0.716	go	21
46.076	1.699	nogo	22
50.433	1.629	nogo	22
54.389	0.57	go	21
57.885	1.578	nogo	22
60.48	1.051	go	21
63.34	1.026	go	21
67.22	0.508	nogo	22
69.056	0.928	nogo	22
71.203	1.463	go	21
74.092	1.154	nogo	22
77.303	0.775	go	21
80.213	1.175	nogo	22
83.145	0.925	go	21
85.541	0.577	nogo	22
87.523	1.371	go	21
