onset	duration	trial_type	value
2.0	0.554	cue_left	51
5.284	1.014	cue_right	52
9.031	0.72	cue_left	51
11.532	1.46	cue_right	52
14.06	0.595	cue_left	51
15.803	1.459	cue_right	52
18.861	0.597	cue_right	52
22.164	1.621	cue_right	52
24.994	1.462	cue_right	52
28.776	1.962	cue_left	51
32.709	0.663	cue_right	52
36.242	1.628	cue_left	51
39.258	0.751	cue_left	51
42.479	0.694	cue_left	51
44.643	1.172	cue_right	52
47.778	1.931	cue_right	52
52.276	1.046	cue_left	51
55.912	1.846	cue_right	52
60.153	0.876	cue_left	51
63.335	1.57	cue_left	51
