onset	duration	trial_type	value
2.0	1.41	cue_right	52
5.962	0.957	cue_right	52
9.439	1.571	cue_left	51
12.351	1.706	cue_right	52
16.805	0.886	cue_right	52
19.09	1.219	cue_right	52
22.616	1.101	cue_right	52
24.983	1.158	cue_left	51
28.726	1.014	cue_right	52
32.465	1.542	cue_right	52
35.37	1.211	cue_right	52
38.449	1.944	cue_left	51
41.661	1.549	cue_left	51
45.359	0.717	cue_left	51
47.174	1.378	cue_left	51
49.586	1.806	cue_right	52
53.208	1.712	cue_left	51
57.172	1.318	cue_left	51
61.333	1.627	cue_left	51
65.227	0.888	cue_right	52
68.119	0.749	cue_right	52
70.136	1.77	cue_right	52
74.896	0.771	cue_right	52
78.231	1.794	cue_right	52
82.734	1.731	cue_left	51
85.547	1.628	cue_right	52
89.621	1.735	cue_right	52
92.942	0.505	cue_left	51
