onset	duration	trial_type	value
2.0	0.664	nontarget	12
4.794	1.243	nontarget	12
8.047	1.506	nontarget	12
11.157	1.249	target	11
14.512	0.612	target	11
16.824	1.906	nontarget	12
20.485	1.119	target	11
24.155	1.0	target	11
26.499	1.173	target	11
28.747	1.185	target	11
30.94	1.122	nontarget	12
33.115	1.661	target	11
36.263	0.658	nontarget	12
39.17	0.675	nontarget	12
41.019	0.904	target	11
44.1	1.296	nontarget	12
47.124	1.079	nontarget	12
50.287	1.155	target	11
54.13	0.875	nontarget	12
57.893	0.565	nontarget	12
61.194	1.575	target	11
65.681	1.794	target	11
69.817	0.74	target	11
73.044	0.636	nontarget	12
75.051	0.563	target	11
78.514	1.863	nontarget	12
83.294	1.707	nontarget	12
87.145	0.74	nontarget	12
89.806	1.742	target	11
94.33	0.795	nontarget	12
