onset	duration	trial_type	value
2.0	1.67	target	11
5.449	0.552	target	11
7.386	0.562	target	11
10.32	1.336	nontarget	12
12.986	0.988	target	11
16.319	1.581	target	11
19.671	0.552	nontarget	12
22.165	0.999	target	11
25.657	0.976	nontarget	12
29.172	0.788	target	11
32.898	1.221	nontarget	12
36.124	1.526	target	11
40.463	1.538	nontarget	12
43.608	1.274	target	11
46.51	1.821	nontarget	12
50.984	1.91	target	11
54.405	1.42	nontarget	12
57.204	1.99	nontarget	12
61.818	0.794	nontarget	12
65.286	1.466	target	11
67.855	1.698	nontarget	12
