onset	duration	trial_type	value
2.0	1.37	target	11
6.064	0.878	target	11
9.419	0.704	target	11
12.372	1.673	nontarget	12
15.469	0.534	nontarget	12
17.36	1.384	target	11
21.486	0.69	target	11
24.279	0.754	nontarget	12
27.55	1.324	nontarget	12
30.454	1.794	target	11
33.807	0.589	target	11
35.815	1.556	nontarget	12
40.209	1.123	nontarget	12
42.79	1.219	nontarget	12
46.854	0.97	target	11
48.922	1.859	target	11
52.403	0.811	nontarget	12
54.309	0.729	nontarget	12
56.29	1.192	nontarget	12
59.039	0.654	nontarget	12
62.613	0.587	nontarget	12
64.514	1.187	nontarget	12
67.334	0.64	target	11
69.084	0.671	nontarget	12
71.874	1.589	target	11
76.101	1.24	target	11
78.802	0.864	target	11
81.091	1.973	target	11
