onset	duration	trial_type	value
2.0	1.396	cue_right	52
5.737	0.513	cue_left	51
9.138	1.316	cue_right	52
11.464	1.436	cue_right	52
14.527	1.532	cue_left	51
18.348	1.927	cue_left	51
21.699	1.015	cue_right	52
23.928	0.806	cue_left	51
26.369	1.339	cue_right	52
29.816	1.012	cue_right	52
33.592	1.458	cue_right	52
36.406	0.698	cue_left	51
38.804	1.241	cue_left	51
42.474	1.924	cue_right	52
46.85	1.765	cue_left	51
49.63	0.619	cue_left	51
51.702	1.24	cue_right	52
54.79	1.74	cue_left	51
58.582	0.756	cue_right	52
