onset	duration	trial_type	value
2.0	1.291	sequence_presentation	41
4.424	1.469	recall_start	42
8.486	1.914	recall_start	42
12.765	1.234	sequence_presentation	41
16.272	0.861	recall_start	42
19.931	1.555	recall_start	42
23.191	1.073	recall_start	42
26.509	1.137	sequence_presentation	41
30.426	1.377	recall_start	42
34.779	0.961	recall_start	42
38.624	0.891	sequence_presentation	41
41.288	1.457	recall_start	42
45.117	1.455	sequence_presentation	41
48.167	1.708	recall_start	42
52.817	0.668	sequence_presentation	41
55.267	2.0	recall_start	42
58.984	0.57	sequence_presentation	41
60.949	1.367	sequence_presentation	41
