onset	duration	trial_type	value
2.0	0.599	nontarget	12
4.358	0.663	target	11
6.141	1.079	target	11
9.681	1.643	target	11
13.128	1.798	nontarget	12
16.114	0.808	nontarget	12
18.222	1.782	nontarget	12
21.865	1.079	nontarget	12
25.477	0.892	target	11
28.99	1.666	target	11
31.838	0.584	nontarget	12
33.875	1.444	nontarget	12
38.101	1.086	nontarget	12
40.898	1.695	target	11
44.177	0.783	nontarget	12
47.875	1.377	target	11
50.708	1.322	target	11
53.523	0.918	nontarget	12
56.978	1.652	nontarget	12
59.784	0.75	target	11
61.544	1.549	target	11
64.913	1.126	target	11
67.163	1.522	nontarget	12
69.999	0.901	nontarget	12
73.189	1.317	target	11
