onset	duration	trial_type	value
2.0	1.47	nontarget	12
6.351	1.744	nontarget	12
10.513	1.8	target	11
14.617	1.244	target	11
18.644	0.996	target	11
21.058	1.568	target	11
25.519	1.597	target	11
29.871	1.458	target	11
34.199	1.201	target	11
36.54	1.9	target	11
40.505	0.672	target	11
42.954	1.923	target	11
46.29	0.866	target	11
49.67	1.292	target	11
53.662	1.61	target	11
57.479	1.695	target	11
60.629	0.697	nontarget	12
64.221	0.649	nontarget	12
67.481	0.551	target	11
69.107	1.566	target	11
72.656	1.145	target	11
75.486	1.473	nontarget	12
79.495	1.522	target	11
