onset	duration	trial_type	value
2.0	1.975	target	11
5.232	1.457	target	11
8.235	1.068	nontarget	12
10.339	1.609	target	11
14.448	1.902	target	11
17.589	1.21	target	11
21.754	1.833	target	11
24.949	1.521	target	11
27.619	0.679	target	11
29.868	1.798	target	11
33.4	0.992	nontarget	12
37.099	1.788	nontarget	12
41.171	1.442	target	11
45.065	1.471	nontarget	12
48.571	0.91	target	11
51.45	1.76	target	11
54.627	0.73	target	11
58.145	1.871	nontarget	12
62.476	0.98	nontarget	12
66.324	1.506	target	11
69.821	0.556	nontarget	12
72.568	1.842	nontarget	12
77.159	1.295	target	11
