onset	duration	trial_type	value
2.0	0.982	cue_right	52
5.977	1.995	cue_right	52
10.053	1.987	cue_right	52
13.68	1.833	cue_right	52
18.163	0.839	cue_right	52
21.766	1.012	cue_right	52
24.688	1.699	cue_right	52
29.014	1.167	cue_right	52
32.89	1.471	cue_right	52
36.119	0.745	cue_right	52
39.315	1.67	cue_right	52
43.136	0.716	cue_left	51
45.055	0.673	cue_right	52
48.294	1.435	cue_left	51
51.424	1.686	cue_left	51
55.256	1.423	cue_left	51
58.012	0.536	cue_right	52
61.126	1.795	cue_right	52
65.116	1.386	cue_left	51
67.77	0.892	cue_left	51
