onset	duration	trial_type	value
2.0	0.503	sequence_presentation	41
4.511	0.937	sequence_presentation	41
7.647	1.72	sequence_presentation	41
10.593	0.618	sequence_presentation	41
13.546	1.029	recall_start	42
17.459	1.789	sequence_presentation	41
20.901	1.118	sequence_presentation	41
24.767	0.753	sequence_presentation	41
26.917	0.704	sequence_presentation	41
29.208	1.163	sequence_presentation	41
32.695	1.126	recall_start	42
36.017	0.867	recall_start	42
39.88	1.072	sequence_presentation	41
42.583	1.701	sequence_presentation	41
46.675	0.679	recall_start	42
49.479	1.721	sequence_presentation	41
52.748	1.651	recall_start	42
56.057	1.16	recall_start	42
58.683	1.266	sequence_presentation	41
62.912	0.609	sequence_presentation	41
65.127	0.78	sequence_presentation	41
67.818	1.766	sequence_presentation	41
72.569	1.501	recall_start	42
75.252	1.573	recall_start	42
79.401	1.166	recall_start	42
82.322	1.3	recall_start	42
