onset	duration	trial_type	value
2.0	1.169	cue_right	52
5.384	0.782	cue_right	52
8.975	1.487	cue_right	52
13.134	1.028	cue_right	52
16.243	1.202	cue_left	51
19.511	1.549	cue_left	51
23.442	1.881	cue_right	52
27.125	1.44	cue_left	51
29.627	1.318	cue_right	52
32.249	1.999	cue_left	51
36.368	1.043	cue_right	52
39.499	1.671	cue_right	52
44.001	1.047	cue_right	52
48.02	1.725	cue_left	51
51.164	0.829	cue_right	52
54.885	1.205	cue_left	51
58.463	1.297	cue_right	52
61.38	1.316	cue_right	52
64.971	0.568	cue_left	51
67.966	1.992	cue_left	51
71.404	1.258	cue_right	52
74.86	1.314	cue_left	51
77.682	1.206	cue_right	52
81.076	0.943	cue_left	51
83.738	1.737	cue_left	51
87.023	1.064	cue_right	52
90.407	0.981	cue_right	52
92.745	0.843	cue_right	52
