onset	duration	trial_type	value
2.0	1.967	cue_left	51
5.499	1.745	cue_left	51
9.381	0.657	cue_left	51
11.636	1.826	cue_left	51
15.03	0.797	cue_left	51
18.733	1.965	cue_left	51
22.48	0.617	cue_left	51
25.292	1.253	cue_right	52
29.278	1.16	cue_right	52
33.004	1.314	cue_right	52
37.063	1.789	cue_left	51
40.327	1.668	cue_left	51
43.871	1.653	cue_left	51
46.571	1.635	cue_left	51
50.743	1.853	cue_right	52
55.181	1.466	cue_right	52
59.18	1.785	cue_left	51
63.785	1.447	cue_left	51
67.164	1.446	cue_right	52
70.933	1.331	cue_left	51
75.263	0.808	cue_right	52
77.839	1.883	cue_left	51
