onset	duration	trial_type	value
2.0	1.097	cue_right	52
5.788	0.713	cue_right	52
8.66	1.435	cue_right	52
11.555	0.663	cue_left	51
13.459	1.298	cue_right	52
16.86	0.526	cue_left	51
19.183	0.661	cue_right	52
21.491	1.393	cue_right	52
24.393	0.917	cue_right	52
28.035	1.429	cue_right	52
31.769	1.984	cue_left	51
35.835	1.661	cue_left	51
40.149	1.906	cue_right	52
44.503	1.522	cue_left	51
47.638	0.554	cue_left	51
49.735	1.1	cue_left	51
53.294	1.873	cue_right	52
56.559	1.888	cue_right	52
59.784	1.167	cue_right	52
62.636	1.831	cue_left	51
65.796	0.731	cue_left	51
68.328	1.121	cue_left	51
71.578	1.859	cue_left	51
74.461	1.312	cue_right	52
77.908	0.592	cue_left	51
81.274	0.637	cue_left	51
84.416	0.792	cue_right	52
86.28	1.687	cue_right	52
90.372	1.116	cue_left	51
93.368	1.013	cue_right	52
