onset	duration	trial_type	value
2.0	1.72	recall_start	42
6.377	1.145	recall_start	42
10.106	0.869	recall_start	42
13.827	1.077	sequence_presentation	41
16.947	1.908	sequence_presentation	41
20.935	0.875	recall_start	42
22.878	1.559	recall_start	42
25.798	1.233	recall_start	42
28.317	1.552	sequence_presentation	41
32.311	1.384	recall_start	42
35.78	1.166	sequence_presentation	41
39.72	0.735	recall_start	42
41.526	1.303	sequence_presentation	41
45.108	1.507	sequence_presentation	41
48.048	1.628	sequence_presentation	41
52.002	0.718	recall_start	42
53.902	1.567	recall_start	42
57.407	1.616	sequence_presentation	41
60.961	1.603	recall_start	42
65.403	1.038	recall_start	42
69.41	0.664	recall_start	42
72.449	1.285	sequence_presentation	41
76.101	1.465	recall_start	42
79.672	0.901	sequence_presentation	41
