onset	duration	trial_type	value
2.0	1.299	target	11
4.697	1.585	nontarget	12
7.448	1.888	nontarget	12
11.104	1.185	target	11
13.365	1.514	target	11
17.813	1.768	nontarget	12
21.146	1.913	target	11
25.761	0.724	target	11
27.975	1.935	target	11
31.164	1.735	nontarget	12
34.807	1.594	nontarget	12
37.437	1.073	target	11
39.839	1.463	target	11
42.929	1.183	target	11
45.116	0.934	nontarget	12
47.948	1.439	target	11
51.115	1.515	nontarget	12
54.796	0.931	target	11
58.48	1.713	nontarget	12
61.687	0.89	nontarget	12
64.541	1.08	nontarget	12
66.835	1.666	target	11
69.607	1.725	nontarget	12
73.915	0.527	target	11
