onset	duration	trial_type	value
2.0	1.355	nontarget	12
5.494	1.933	nontarget	12
10.061	1.629	nontarget	12
14.082	1.327	target	11
17.567	1.66	target	11
20.609	0.871	nontarget	12
23.445	1.167	nontarget	12
25.645	0.942	target	11
28.545	1.912	nontarget	12
31.952	1.505	target	11
35.387	0.998	target	11
39.136	1.224	nontarget	12
42.883	0.687	nontarget	12
45.893	1.053	target	11
48.04	1.656	nontarget	12
51.585	1.294	nontarget	12
54.459	1.763	target	11
58.068	0.681	nontarget	12
61.245	0.751	target	11
64.991	0.609	target	11
67.097	1.568	target	11
71.375	1.224	target	11
73.808	0.894	target	11
