onset	duration	trial_type	value
2.0	1.802	cue_left	51
5.379	1.15	cue_left	51
8.135	0.788	cue_right	52
10.994	1.236	cue_right	52
15.199	1.227	cue_right	52
17.977	0.863	cue_left	51
20.392	1.78	cue_right	52
23.928	1.303	cue_right	52
27.802	1.288	cue_right	52
30.117	1.151	cue_left	51
32.335	1.253	cue_left	51
35.265	1.23	cue_right	52
37.827	1.018	cue_left	51
40.315	1.815	cue_right	52
44.79	1.934	cue_left	51
49.132	1.738	cue_right	52
53.238	0.832	cue_left	51
56.756	1.331	cue_right	52
61.011	1.182	cue_right	52
63.259	1.989	cue_left	51
66.285	0.912	cue_right	52
70.077	1.267	cue_right	52
74.023	0.536	cue_left	51
75.848	1.765	cue_right	52
79.629	1.403	cue_right	52
82.064	1.493	cue_left	51
85.614	1.122	cue_left	51
88.754	1.072	cue_right	52
