onset	duration	trial_type	value
2.0	1.752	sequence_presentation	41
4.819	1.235	recall_start	42
8.865	1.996	sequence_presentation	41
12.514	1.034	recall_start	42
15.26	1.665	recall_start	42
19.577	1.375	recall_start	42
23.728	0.994	sequence_presentation	41
25.879	1.595	sequence_presentation	41
29.357	0.693	sequence_presentation	41
31.356	0.903	recall_start	42
33.499	0.769	sequence_presentation	41
35.391	0.788	sequence_presentation	41
38.675	0.838	recall_start	42
41.851	1.201	sequence_presentation	41
46.007	0.9	sequence_presentation	41
48.728	1.801	recall_start	42
53.197	0.632	sequence_presentation	41
55.294	1.205	recall_start	42
59.273	0.659	sequence_presentation	41
62.769	1.627	sequence_presentation	41
66.074	1.839	sequence_presentation	41
69.407	1.836	sequence_presentation	41
72.818	1.151	recall_start	42
