onset	duration	trial_type	value
2.0	0.707	nontarget	12
3.76	1.623	target	11
8.206	1.641	nontarget	12
11.786	1.41	nontarget	12
14.853	0.55	target	11
18.3	1.584	nontarget	12
21.586	1.33	target	11
24.476	0.601	nontarget	12
26.839	0.92	nontarget	12
30.585	1.403	target	11
33.665	0.548	nontarget	12
35.468	0.626	target	11
37.782	0.586	nontarget	12
40.446	0.535	nontarget	12
43.292	0.507	target	11
46.471	1.468	target	11
49.145	0.817	target	11
51.119	1.05	nontarget	12
53.741	0.569	target	11
56.041	1.847	nontarget	12
59.308	0.815	target	11
61.808	0.794	nontarget	12
63.744	0.898	nontarget	12
