onset	duration	trial_type	value
2.0	1.095	congruent	31
5.771	1.999	incongruent	32
9.451	1.003	incongruent	32
11.523	0.896	congruent	31
14.947	1.576	incongruent	32
18.838	1.788	congruent	31
23.08	0.805	incongruent	32
25.726	1.781	congruent	31
29.448	1.134	congruent	31
32.488	1.999	congruent	31
36.281	1.087	congruent	31
38.423	1.797	congruent	31
43.167	1.892	congruent	31
47.584	1.408	congruent	31
51.989	1.824	incongruent	32
56.73	1.376	incongruent	32
59.446	0.747	incongruent	32
62.675	1.076	congruent	31
