onset	duration	trial_type	value
2.0	1.006	target	11
5.27	1.276	nontarget	12
7.799	0.939	nontarget	12
10.36	1.281	nontarget	12
12.933	1.234	nontarget	12
16.568	1.363	target	11
20.539	0.799	target	11
23.291	0.628	target	11
26.002	1.498	nontarget	12
30.054	1.772	target	11
34.613	1.991	nontarget	12
37.703	1.135	target	11
41.596	1.139	nontarget	12
45.555	1.867	target	11
49.485	1.42	target	11
53.446	1.393	target	11
55.841	1.756	target	11
59.692	1.551	target	11
62.7	0.986	target	11
66.566	1.977	target	11
70.256	1.941	target	11
73.211	1.514	target	11
76.567	1.627	nontarget	12
79.699	1.939	nontarget	12
84.292	1.512	target	11
87.249	1.017	target	11
91.077	1.342	nontarget	12
94.415	0.959	target	11
98.315	0.601	nontarget	12
