onset	duration	trial_type	value
2.0	1.428	nontarget	12
4.549	1.289	nontarget	12
8.787	1.746	nontarget	12
11.958	1.841	target	11
16.632	1.939	target	11
21.246	0.514	target	11
23.383	1.6	target	11
27.286	1.267	target	11
30.505	1.987	nontarget	12
35.324	0.775	target	11
38.337	1.553	nontarget	12
41.102	1.947	nontarget	12
44.913	0.933	target	11
47.979	0.733	nontarget	12
50.197	0.598	target	11
52.721	1.002	target	11
54.87	1.842	nontarget	12
59.252	1.125	target	11
62.431	1.793	nontarget	12
66.867	0.531	target	11
70.32	0.641	target	11
73.431	1.296	nontarget	12
77.05	1.963	nontarget	12
80.1	0.985	target	11
82.66	1.62	target	11
85.893	1.733	target	11
