onset	duration	trial_type	value
2.0	1.193	incongruent	32
4.377	0.557	incongruent	32
6.126	1.203	congruent	31
9.45	0.705	incongruent	32
12.547	1.708	congruent	31
16.908	1.911	congruent	31
20.746	1.163	congruent	31
24.684	1.844	congruent	31
28.571	1.433	incongruent	32
32.723	0.951	incongruent	32
35.063	1.616	incongruent	32
38.288	1.819	incongruent	32
43.034	1.845	incongruent	32
46.273	0.922	incongruent	32
48.891	0.982	congruent	31
51.425	0.892	incongruent	32
54.676	1.424	congruent	31
58.809	0.876	incongruent	32
61.552	1.105	incongruent	32
63.829	1.748	incongruent	32
67.493	1.681	congruent	31
70.561	0.881	incongruent	32
