onset	duration	trial_type	value
2.0	0.761	cue_left	51
5.578	1.132	cue_right	52
8.992	1.289	cue_left	51
11.68	1.725	cue_left	51
15.823	1.055	cue_right	52
19.452	1.409	cue_left	51
23.002	0.992	cue_left	51
26.148	0.775	cue_right	52
28.808	1.322	cue_left	51
31.747	0.59	cue_left	51
33.365	0.72	cue_right	52
36.53	0.852	cue_left	51
38.698	1.926	cue_right	52
42.292	1.85	cue_right	52
45.9	1.067	cue_left	51
49.261	1.16	cue_left	51
53.094	1.33	cue_left	51
56.567	0.538	cue_left	51
58.589	0.859	cue_right	52
61.322	1.429	cue_left	51
65.71	0.645	cue_left	51
67.892	1.959	cue_left	51
71.537	1.384	cue_right	52
74.303	0.959	cue_right	52
76.544	0.5	cue_right	52
78.802	1.201	cue_left	51
82.132	1.126	cue_left	51
85.392	0.743	cue_left	51
